State,District,Year,Education_Index,Healthcare_Index,Food_Security_Index,Employment_Index
Assam,Kamrup Metro,2012,90.28,68.26,63.67,47.41
Assam,Kamrup Metro,2013,90.56,69.75,64.2,48.77
Assam,Kamrup Metro,2014,90.84,71.23,65.93,50.13
Assam,Kamrup Metro,2015,91.12,72.72,67.66,51.48
Assam,Kamrup Metro,2016,91.52,74.2,69.39,52.84
Assam,Kamrup Metro,2017,91.92,76.25,71.22,54.2
Assam,Kamrup Metro,2018,92.32,78.3,73.05,55.64
Assam,Kamrup Metro,2019,92.72,80.35,74.89,57.08
Assam,Kamrup Metro,2020,93.12,82.4,76.72,53.64
Assam,Kamrup Metro,2021,93.52,82.4,78.88,56.68
Assam,Kamrup Metro,2022,93.92,83.88,81.04,61.4
Assam,Kamrup Metro,2023,94.32,85.35,83.2,62.55
Assam,Kamrup Metro,2024,94.72,86.83,85.36,63.7
Assam,Kamrup Metro,2025,95.12,88.3,87.52,64.86
Assam,Kamrup Metro,2026,95.52,89.78,89.68,66.01
Assam,Kamrup,2010,77.28,55.26,47.89,38.9
Assam,Kamrup,2011,77.73,56.52,48.63,40.25
Assam,Kamrup,2012,78.18,57.78,49.36,41.61
Assam,Kamrup,2013,78.63,59.03,50.1,42.97
Assam,Kamrup,2014,79.08,60.29,52.04,44.33
Assam,Kamrup,2015,79.53,61.54,53.97,45.68
Assam,Kamrup,2016,80.1,62.8,55.91,47.04
Assam,Kamrup,2017,80.67,64.9,57.99,48.4
Assam,Kamrup,2018,81.24,67.0,60.07,49.84
Assam,Kamrup,2019,81.81,69.1,62.16,51.28
Assam,Kamrup,2020,82.38,71.2,64.24,47.84
Assam,Kamrup,2021,82.95,71.2,66.4,50.88
Assam,Kamrup,2022,83.52,72.71,68.56,55.6
Assam,Kamrup,2023,84.09,74.22,70.72,56.75
Assam,Kamrup,2024,84.66,75.74,72.88,57.9
Assam,Kamrup,2025,85.23,77.25,75.04,59.06
Assam,Kamrup,2026,85.8,78.76,77.2,60.21
Assam,Nagaon,2010,66.55,46.11,36.85,38.9
Assam,Nagaon,2011,67.13,47.16,37.74,40.25
Assam,Nagaon,2012,67.71,48.21,38.63,41.61
Assam,Nagaon,2013,68.29,49.26,39.52,42.97
Assam,Nagaon,2014,68.87,50.3,41.61,44.33
Assam,Nagaon,2015,69.45,51.35,43.71,45.68
Assam,Nagaon,2016,70.15,52.4,45.8,47.04
Assam,Nagaon,2017,70.85,54.65,48.07,48.4
Assam,Nagaon,2018,71.55,56.9,50.34,49.84
Assam,Nagaon,2019,72.25,59.15,52.61,51.28
Assam,Nagaon,2020,72.95,61.4,54.88,47.84
Assam,Nagaon,2021,73.65,61.4,57.04,50.88
Assam,Nagaon,2022,74.35,63.02,59.2,55.6
Assam,Nagaon,2023,75.05,64.64,61.36,56.75
Assam,Nagaon,2024,75.75,66.26,63.52,57.9
Assam,Nagaon,2025,76.45,67.88,65.68,59.06
Assam,Nagaon,2026,77.15,69.5,67.84,60.21
Assam,Cachar,2010,80.33,57.02,51.57,38.9
Assam,Cachar,2011,80.78,58.32,52.26,40.25
Assam,Cachar,2012,81.23,59.62,52.94,41.61
Assam,Cachar,2013,81.68,60.91,53.62,42.97
Assam,Cachar,2014,82.13,62.21,55.51,44.33
Assam,Cachar,2015,82.58,63.5,57.39,45.68
Assam,Cachar,2016,83.15,64.8,59.28,47.04
Assam,Cachar,2017,83.72,67.0,61.3,48.4
Assam,Cachar,2018,84.29,69.2,63.32,49.84
Assam,Cachar,2019,84.86,71.4,65.34,51.28
Assam,Cachar,2020,85.43,73.6,67.36,47.84
Assam,Cachar,2021,86.0,73.6,69.52,50.88
Assam,Cachar,2022,86.57,75.18,71.68,55.6
Assam,Cachar,2023,87.14,76.77,73.84,56.75
Assam,Cachar,2024,87.71,78.35,76.0,57.9
Assam,Cachar,2025,88.28,79.94,78.16,59.06
Assam,Cachar,2026,88.85,81.52,80.32,60.21
Assam,Sonitpur,2010,72.14,50.51,42.79,38.9
Assam,Sonitpur,2011,72.72,51.66,43.6,40.25
Assam,Sonitpur,2012,73.3,52.81,44.41,41.61
Assam,Sonitpur,2013,73.88,53.96,45.22,42.97
Assam,Sonitpur,2014,74.46,55.1,47.23,44.33
Assam,Sonitpur,2015,75.04,56.25,49.23,45.68
Assam,Sonitpur,2016,75.74,57.4,51.24,47.04
Assam,Sonitpur,2017,76.44,59.6,53.41,48.4
Assam,Sonitpur,2018,77.14,61.8,55.58,49.84
Assam,Sonitpur,2019,77.84,64.0,57.75,51.28
Assam,Sonitpur,2020,78.54,66.2,59.92,47.84
Assam,Sonitpur,2021,79.24,66.2,62.08,50.88
Assam,Sonitpur,2022,79.94,67.78,64.24,55.6
Assam,Sonitpur,2023,80.64,69.37,66.4,56.75
Assam,Sonitpur,2024,81.34,70.95,68.56,57.9
Assam,Sonitpur,2025,82.04,72.54,70.72,59.06
Assam,Sonitpur,2026,82.74,74.12,72.88,60.21
Assam,Barpeta,2010,61.71,41.18,31.18,35.3
Assam,Barpeta,2011,62.39,42.12,32.15,36.65
Assam,Barpeta,2012,63.07,43.06,33.13,38.01
Assam,Barpeta,2013,63.75,43.99,34.1,39.37
Assam,Barpeta,2014,64.43,44.93,36.27,40.73
Assam,Barpeta,2015,65.11,45.86,38.44,42.08
Assam,Barpeta,2016,65.91,46.8,40.61,43.44
Assam,Barpeta,2017,66.71,49.2,42.98,44.8
Assam,Barpeta,2018,67.51,51.6,45.35,46.24
Assam,Barpeta,2019,68.31,54.0,47.71,47.68
Assam,Barpeta,2020,69.11,56.4,50.08,44.24
Assam,Barpeta,2021,69.91,56.4,52.24,47.28
Assam,Barpeta,2022,70.71,58.13,54.4,52.0
Assam,Barpeta,2023,71.51,59.86,56.56,53.15
Assam,Barpeta,2024,72.31,61.58,58.72,54.3
Assam,Barpeta,2025,73.11,63.31,60.88,55.46
Assam,Barpeta,2026,73.91,65.04,63.04,56.61
Assam,Darrang,2010,62.63,42.59,33.73,38.9
Assam,Darrang,2011,63.31,43.56,34.67,40.25
Assam,Darrang,2012,63.99,44.53,35.6,41.61
Assam,Darrang,2013,64.67,45.5,36.54,42.97
Assam,Darrang,2014,65.35,46.46,38.68,44.33
Assam,Darrang,2015,66.03,47.43,40.81,45.68
Assam,Darrang,2016,66.83,48.4,42.95,47.04
Assam,Darrang,2017,67.63,50.85,45.27,48.4
Assam,Darrang,2018,68.43,53.3,47.59,49.84
Assam,Darrang,2019,69.23,55.75,49.92,51.28
Assam,Darrang,2020,70.03,58.2,52.24,47.84
Assam,Darrang,2021,70.83,58.2,54.4,50.88
Assam,Darrang,2022,71.63,59.96,56.56,55.6
Assam,Darrang,2023,72.43,61.73,58.72,56.75
Assam,Darrang,2024,73.23,63.49,60.88,57.9
Assam,Darrang,2025,74.03,65.26,63.04,59.06
Assam,Darrang,2026,74.83,67.02,65.2,60.21
Assam,Dhubri,2010,53.18,35.38,25.8,32.5
Assam,Dhubri,2011,53.96,36.18,26.85,33.85
Assam,Dhubri,2012,54.74,36.98,27.9,35.21
Assam,Dhubri,2013,55.52,37.79,28.95,36.57
Assam,Dhubri,2014,56.3,38.59,31.19,37.93
Assam,Dhubri,2015,57.08,39.4,33.44,39.28
Assam,Dhubri,2016,57.98,40.2,35.69,40.64
Assam,Dhubri,2017,58.88,42.75,38.15,42.0
Assam,Dhubri,2018,59.78,45.3,40.6,43.44
Assam,Dhubri,2019,60.68,47.85,43.06,44.88
Assam,Dhubri,2020,61.58,50.4,45.52,41.44
Assam,Dhubri,2021,62.48,50.4,47.68,44.48
Assam,Dhubri,2022,63.38,52.24,49.84,49.2
Assam,Dhubri,2023,64.28,54.07,52.0,50.35
Assam,Dhubri,2024,65.18,55.91,54.16,51.5
Assam,Dhubri,2025,66.08,57.74,56.32,52.66
Assam,Dhubri,2026,66.98,59.58,58.48,53.81
Assam,Dibrugarh,2010,76.09,53.5,48.74,38.9
Assam,Dibrugarh,2011,76.54,54.72,49.46,40.25
Assam,Dibrugarh,2012,76.99,55.94,50.19,41.61
Assam,Dibrugarh,2013,77.44,57.15,50.91,42.97
Assam,Dibrugarh,2014,77.89,58.37,52.84,44.33
Assam,Dibrugarh,2015,78.34,59.58,54.76,45.68
Assam,Dibrugarh,2016,78.91,60.8,56.68,47.04
Assam,Dibrugarh,2017,79.48,63.15,58.75,48.4
Assam,Dibrugarh,2018,80.05,65.5,60.82,49.84
Assam,Dibrugarh,2019,80.62,67.85,62.89,51.28
Assam,Dibrugarh,2020,81.19,70.2,64.96,47.84
Assam,Dibrugarh,2021,81.76,70.2,67.12,50.88
Assam,Dibrugarh,2022,82.33,71.89,69.28,55.6
Assam,Dibrugarh,2023,82.9,73.58,71.44,56.75
Assam,Dibrugarh,2024,83.47,75.28,73.6,57.9
Assam,Dibrugarh,2025,84.04,76.97,75.76,59.06
Assam,Dibrugarh,2026,84.61,78.66,77.92,60.21
Assam,Jorhat,2010,82.46,56.67,52.14,38.9
Assam,Jorhat,2011,82.91,57.96,52.82,40.25
Assam,Jorhat,2012,83.36,59.25,53.49,41.61
Assam,Jorhat,2013,83.81,60.54,54.17,42.97
Assam,Jorhat,2014,84.26,61.82,56.04,44.33
Assam,Jorhat,2015,84.71,63.11,57.92,45.68
Assam,Jorhat,2016,85.28,64.4,59.8,47.04
Assam,Jorhat,2017,85.85,66.75,61.81,48.4
Assam,Jorhat,2018,86.42,69.1,63.82,49.84
Assam,Jorhat,2019,86.99,71.45,65.83,51.28
Assam,Jorhat,2020,87.56,73.8,67.84,47.84
Assam,Jorhat,2021,88.13,73.8,70.0,50.88
Assam,Jorhat,2022,88.7,75.49,72.16,55.6
Assam,Jorhat,2023,89.27,77.18,74.32,56.75
Assam,Jorhat,2024,89.84,78.88,76.48,57.9
Assam,Jorhat,2025,90.41,80.57,78.64,59.06
Assam,Jorhat,2026,90.98,82.26,80.8,60.21
Assam,Goalpara,2010,67.18,43.65,34.58,38.9
Assam,Goalpara,2011,67.76,44.64,35.5,40.25
Assam,Goalpara,2012,68.34,45.63,36.43,41.61
Assam,Goalpara,2013,68.92,46.62,37.35,42.97
Assam,Goalpara,2014,69.5,47.62,39.48,44.33
Assam,Goalpara,2015,70.08,48.61,41.6,45.68
Assam,Goalpara,2016,70.78,49.6,43.72,47.04
Assam,Goalpara,2017,71.48,52.05,46.03,48.4
Assam,Goalpara,2018,72.18,54.5,48.34,49.84
Assam,Goalpara,2019,72.88,56.95,50.65,51.28
Assam,Goalpara,2020,73.58,59.4,52.96,47.84
Assam,Goalpara,2021,74.28,59.4,55.12,50.88
Assam,Goalpara,2022,74.98,61.16,57.28,55.6
Assam,Goalpara,2023,75.68,62.93,59.44,56.75
Assam,Goalpara,2024,76.38,64.69,61.6,57.9
Assam,Goalpara,2025,77.08,66.46,63.76,59.06
Assam,Goalpara,2026,77.78,68.22,65.92,60.21
Assam,Lakhimpur,2010,75.92,51.74,42.23,38.9
Assam,Lakhimpur,2011,76.37,52.92,43.04,40.25
Assam,Lakhimpur,2012,76.82,54.1,43.86,41.61
Assam,Lakhimpur,2013,77.27,55.27,44.68,42.97
Assam,Lakhimpur,2014,77.72,56.45,46.69,44.33
Assam,Lakhimpur,2015,78.17,57.62,48.71,45.68
Assam,Lakhimpur,2016,78.74,58.8,50.72,47.04
Assam,Lakhimpur,2017,79.31,61.0,52.9,48.4
Assam,Lakhimpur,2018,79.88,63.2,55.08,49.84
Assam,Lakhimpur,2019,80.45,65.4,57.26,51.28
Assam,Lakhimpur,2020,81.02,67.6,59.44,47.84
Assam,Lakhimpur,2021,81.59,67.6,61.6,50.88
Assam,Lakhimpur,2022,82.16,69.18,63.76,55.6
Assam,Lakhimpur,2023,82.73,70.77,65.92,56.75
Assam,Lakhimpur,2024,83.3,72.35,68.08,57.9
Assam,Lakhimpur,2025,83.87,73.94,70.24,59.06
Assam,Lakhimpur,2026,84.44,75.52,72.4,60.21
Assam,Morigaon,2010,65.77,44.35,35.71,38.9
Assam,Morigaon,2011,66.35,45.36,36.62,40.25
Assam,Morigaon,2012,66.93,46.37,37.53,41.61
Assam,Morigaon,2013,67.51,47.38,38.44,42.97
Assam,Morigaon,2014,68.09,48.38,40.55,44.33
Assam,Morigaon,2015,68.67,49.39,42.65,45.68
Assam,Morigaon,2016,69.37,50.4,44.76,47.04
Assam,Morigaon,2017,70.07,52.85,47.05,48.4
Assam,Morigaon,2018,70.77,55.3,49.34,49.84
Assam,Morigaon,2019,71.47,57.75,51.63,51.28
Assam,Morigaon,2020,72.17,60.2,53.92,47.84
Assam,Morigaon,2021,72.87,60.2,56.08,50.88
Assam,Morigaon,2022,73.57,61.96,58.24,55.6
Assam,Morigaon,2023,74.27,63.73,60.4,56.75
Assam,Morigaon,2024,74.97,65.49,62.56,57.9
Assam,Morigaon,2025,75.67,67.26,64.72,59.06
Assam,Morigaon,2026,76.37,69.02,66.88,60.21
Assam,Kokrajhar,2010,63.82,46.46,36.56,35.7
Assam,Kokrajhar,2011,64.5,47.52,37.46,37.05
Assam,Kokrajhar,2012,65.18,48.58,38.36,38.41
Assam,Kokrajhar,2013,65.86,49.63,39.25,39.77
Assam,Kokrajhar,2014,66.54,50.69,41.35,41.13
Assam,Kokrajhar,2015,67.22,51.74,43.44,42.48
Assam,Kokrajhar,2016,68.02,52.8,45.54,43.84
Assam,Kokrajhar,2017,68.82,55.2,47.81,45.2
Assam,Kokrajhar,2018,69.62,57.6,50.09,46.64
Assam,Kokrajhar,2019,70.42,60.0,52.36,48.08
Assam,Kokrajhar,2020,71.22,62.4,54.64,44.64
Assam,Kokrajhar,2021,72.02,62.4,56.8,47.68
Assam,Kokrajhar,2022,72.82,64.13,58.96,52.4
Assam,Kokrajhar,2023,73.62,65.86,61.12,53.55
Assam,Kokrajhar,2024,74.42,67.58,63.28,54.7
Assam,Kokrajhar,2025,75.22,69.31,65.44,55.86
Assam,Kokrajhar,2026,76.02,71.04,67.6,57.01
Assam,Hailakandi,2010,66.84,42.77,33.16,38.9
Assam,Hailakandi,2011,67.42,43.74,34.11,40.25
Assam,Hailakandi,2012,68.0,44.71,35.05,41.61
Assam,Hailakandi,2013,68.58,45.68,36.0,42.97
Assam,Hailakandi,2014,69.16,46.66,38.14,44.33
Assam,Hailakandi,2015,69.74,47.63,40.28,45.68
Assam,Hailakandi,2016,70.44,48.6,42.43,47.04
Assam,Hailakandi,2017,71.14,51.05,44.76,48.4
Assam,Hailakandi,2018,71.84,53.5,47.09,49.84
Assam,Hailakandi,2019,72.54,55.95,49.43,51.28
Assam,Hailakandi,2020,73.24,58.4,51.76,47.84
Assam,Hailakandi,2021,73.94,58.4,53.92,50.88
Assam,Hailakandi,2022,74.64,60.16,56.08,55.6
Assam,Hailakandi,2023,75.34,61.93,58.24,56.75
Assam,Hailakandi,2024,76.04,63.69,60.4,57.9
Assam,Hailakandi,2025,76.74,65.46,62.56,59.06
Assam,Hailakandi,2026,77.44,67.22,64.72,60.21
Odisha,Bhubaneswar,2010,91.32,63.71,62.05,51.06
Odisha,Bhubaneswar,2011,91.6,65.16,62.59,52.48
Odisha,Bhubaneswar,2012,91.88,66.61,63.12,53.9
Odisha,Bhubaneswar,2013,92.16,68.06,63.66,55.32
Odisha,Bhubaneswar,2014,92.44,69.5,65.4,56.74
Odisha,Bhubaneswar,2015,92.72,70.95,67.13,58.16
Odisha,Bhubaneswar,2016,93.12,72.4,68.87,59.58
Odisha,Bhubaneswar,2017,93.52,74.4,70.71,61.0
Odisha,Bhubaneswar,2018,93.92,76.4,72.55,62.32
Odisha,Bhubaneswar,2019,94.32,78.4,74.4,63.64
Odisha,Bhubaneswar,2020,94.72,80.4,76.24,59.87
Odisha,Bhubaneswar,2021,95.12,80.4,78.4,62.86
Odisha,Bhubaneswar,2022,95.52,81.84,80.56,67.6
Odisha,Bhubaneswar,2023,95.92,83.28,82.72,68.66
Odisha,Bhubaneswar,2024,96.32,84.72,84.88,69.71
Odisha,Bhubaneswar,2025,96.72,86.16,87.04,70.77
Odisha,Bhubaneswar,2026,97.12,87.6,89.2,71.82
Odisha,Cuttack,2010,81.99,58.78,54.12,45.66
Odisha,Cuttack,2011,82.44,60.12,54.77,47.08
Odisha,Cuttack,2012,82.89,61.46,55.42,48.5
Odisha,Cuttack,2013,83.34,62.79,56.07,49.92
Odisha,Cuttack,2014,83.79,64.13,57.91,51.34
Odisha,Cuttack,2015,84.24,65.46,59.76,52.76
Odisha,Cuttack,2016,84.81,66.8,61.61,54.18
Odisha,Cuttack,2017,85.38,68.75,63.59,55.6
Odisha,Cuttack,2018,85.95,70.7,65.56,56.92
Odisha,Cuttack,2019,86.52,72.65,67.54,58.24
Odisha,Cuttack,2020,87.09,74.6,69.52,54.47
Odisha,Cuttack,2021,87.66,74.6,71.68,57.46
Odisha,Cuttack,2022,88.23,76.0,73.84,62.2
Odisha,Cuttack,2023,88.8,77.41,76.0,63.26
Odisha,Cuttack,2024,89.37,78.81,78.16,64.31
Odisha,Cuttack,2025,89.94,80.22,80.32,65.37
Odisha,Cuttack,2026,90.51,81.62,82.48,66.42
Odisha,Rourkela,2010,80.9,56.67,56.39,49.86
Odisha,Rourkela,2011,81.35,57.96,57.0,51.28
Odisha,Rourkela,2012,81.8,59.25,57.62,52.7
Odisha,Rourkela,2013,82.25,60.54,58.24,54.12
Odisha,Rourkela,2014,82.7,61.82,60.05,55.54
Odisha,Rourkela,2015,83.15,63.11,61.87,56.96
Odisha,Rourkela,2016,83.72,64.4,63.68,58.38
Odisha,Rourkela,2017,84.29,66.5,65.62,59.8
Odisha,Rourkela,2018,84.86,68.6,67.56,61.12
Odisha,Rourkela,2019,85.43,70.7,69.5,62.44
Odisha,Rourkela,2020,86.0,72.8,71.44,58.67
Odisha,Rourkela,2021,86.57,72.8,73.6,61.66
Odisha,Rourkela,2022,87.14,74.31,75.76,66.4
Odisha,Rourkela,2023,87.71,75.82,77.92,67.46
Odisha,Rourkela,2024,88.28,77.34,80.08,68.51
Odisha,Rourkela,2025,88.85,78.85,82.24,69.57
Odisha,Rourkela,2026,89.42,80.36,84.4,70.62
Odisha,Sambalpur,2010,76.5,52.62,48.46,45.66
Odisha,Sambalpur,2011,76.95,53.82,49.19,47.08
Odisha,Sambalpur,2012,77.4,55.02,49.91,48.5
Odisha,Sambalpur,2013,77.85,56.21,50.64,49.92
Odisha,Sambalpur,2014,78.3,57.41,52.57,51.34
Odisha,Sambalpur,2015,78.75,58.6,54.5,52.76
Odisha,Sambalpur,2016,79.32,59.8,56.43,54.18
Odisha,Sambalpur,2017,79.89,61.95,58.5,55.6
Odisha,Sambalpur,2018,80.46,64.1,60.57,56.92
Odisha,Sambalpur,2019,81.03,66.25,62.65,58.24
Odisha,Sambalpur,2020,81.6,68.4,64.72,54.47
Odisha,Sambalpur,2021,82.17,68.4,66.88,57.46
Odisha,Sambalpur,2022,82.74,69.95,69.04,62.2
Odisha,Sambalpur,2023,83.31,71.5,71.2,63.26
Odisha,Sambalpur,2024,83.88,73.04,73.36,64.31
Odisha,Sambalpur,2025,84.45,74.59,75.52,65.37
Odisha,Sambalpur,2026,85.02,76.14,77.68,66.42
Odisha,Berhampur,2010,77.21,53.15,50.72,45.66
Odisha,Berhampur,2011,77.66,54.36,51.42,47.08
Odisha,Berhampur,2012,78.11,55.57,52.12,48.5
Odisha,Berhampur,2013,78.56,56.78,52.81,49.92
Odisha,Berhampur,2014,79.01,57.98,54.71,51.34
Odisha,Berhampur,2015,79.46,59.19,56.6,52.76
Odisha,Berhampur,2016,80.03,60.4,58.5,54.18
Odisha,Berhampur,2017,80.6,62.6,60.53,55.6
Odisha,Berhampur,2018,81.17,64.8,62.57,56.92
Odisha,Berhampur,2019,81.74,67.0,64.6,58.24
Odisha,Berhampur,2020,82.31,69.2,66.64,54.47
Odisha,Berhampur,2021,82.88,69.2,68.8,57.46
Odisha,Berhampur,2022,83.45,70.78,70.96,62.2
Odisha,Berhampur,2023,84.02,72.37,73.12,63.26
Odisha,Berhampur,2024,84.59,73.95,75.28,64.31
Odisha,Berhampur,2025,85.16,75.54,77.44,65.37
Odisha,Berhampur,2026,85.73,77.12,79.6,66.42
Odisha,Puri,2010,79.17,55.26,56.95,45.66
Odisha,Puri,2011,79.62,56.52,57.56,47.08
Odisha,Puri,2012,80.07,57.78,58.17,48.5
Odisha,Puri,2013,80.52,59.03,58.78,49.92
Odisha,Puri,2014,80.97,60.29,60.59,51.34
Odisha,Puri,2015,81.42,61.54,62.39,52.76
Odisha,Puri,2016,81.99,62.8,64.2,54.18
Odisha,Puri,2017,82.56,64.8,66.13,55.6
Odisha,Puri,2018,83.13,66.8,68.06,56.92
Odisha,Puri,2019,83.7,68.8,69.99,58.24
Odisha,Puri,2020,84.27,70.8,71.92,54.47
Odisha,Puri,2021,84.84,70.8,74.08,57.46
Odisha,Puri,2022,85.41,72.24,76.24,62.2
Odisha,Puri,2023,85.98,73.68,78.4,63.26
Odisha,Puri,2024,86.55,75.12,80.56,64.31
Odisha,Puri,2025,87.12,76.56,82.72,65.37
Odisha,Puri,2026,87.69,78.0,84.88,66.42
Odisha,Koraput,2010,49.01,32.03,22.4,40.26
Odisha,Koraput,2011,49.79,32.76,23.5,41.68
Odisha,Koraput,2012,50.57,33.49,24.6,43.1
Odisha,Koraput,2013,51.35,34.22,25.69,44.52
Odisha,Koraput,2014,52.13,34.94,27.99,45.94
Odisha,Koraput,2015,52.91,35.67,30.28,47.36
Odisha,Koraput,2016,53.81,36.4,32.58,48.78
Odisha,Koraput,2017,54.71,38.75,35.09,50.2
Odisha,Koraput,2018,55.61,41.1,37.61,51.52
Odisha,Koraput,2019,56.51,43.45,40.12,52.84
Odisha,Koraput,2020,57.41,45.8,42.64,49.07
Odisha,Koraput,2021,58.31,45.8,44.8,52.06
Odisha,Koraput,2022,59.21,47.49,46.96,56.8
Odisha,Koraput,2023,60.11,49.18,49.12,57.86
Odisha,Koraput,2024,61.01,50.88,51.28,58.91
Odisha,Koraput,2025,61.91,52.57,53.44,59.97
Odisha,Koraput,2026,62.81,54.26,55.6,61.02
Odisha,Bolangir,2010,62.14,41.18,36.85,45.66
Odisha,Bolangir,2011,62.82,42.12,37.74,47.08
Odisha,Bolangir,2012,63.5,43.06,38.63,48.5
Odisha,Bolangir,2013,64.18,43.99,39.52,49.92
Odisha,Bolangir,2014,64.86,44.93,41.61,51.34
Odisha,Bolangir,2015,65.54,45.86,43.71,52.76
Odisha,Bolangir,2016,66.34,46.8,45.8,54.18
Odisha,Bolangir,2017,67.14,49.2,48.07,55.6
Odisha,Bolangir,2018,67.94,51.6,50.34,56.92
Odisha,Bolangir,2019,68.74,54.0,52.61,58.24
Odisha,Bolangir,2020,69.54,56.4,54.88,54.47
Odisha,Bolangir,2021,70.34,56.4,57.04,57.46
Odisha,Bolangir,2022,71.14,58.13,59.2,62.2
Odisha,Bolangir,2023,71.94,59.86,61.36,63.26
Odisha,Bolangir,2024,72.74,61.58,63.52,64.31
Odisha,Bolangir,2025,73.54,63.31,65.68,65.37
Odisha,Bolangir,2026,74.34,65.04,67.84,66.42
Odisha,Gajapati,2010,51.21,33.79,25.8,45.66
Odisha,Gajapati,2011,51.99,34.56,26.85,47.08
Odisha,Gajapati,2012,52.77,35.33,27.9,48.5
Odisha,Gajapati,2013,53.55,36.1,28.95,49.92
Odisha,Gajapati,2014,54.33,36.86,31.19,51.34
Odisha,Gajapati,2015,55.11,37.63,33.44,52.76
Odisha,Gajapati,2016,56.01,38.4,35.69,54.18
Odisha,Gajapati,2017,56.91,40.7,38.15,55.6
Odisha,Gajapati,2018,57.81,43.0,40.6,56.92
Odisha,Gajapati,2019,58.71,45.3,43.06,58.24
Odisha,Gajapati,2020,59.61,47.6,45.52,54.47
Odisha,Gajapati,2021,60.51,47.6,47.68,57.46
Odisha,Gajapati,2022,61.41,49.26,49.84,62.2
Odisha,Gajapati,2023,62.31,50.91,52.0,63.26
Odisha,Gajapati,2024,63.21,52.57,54.16,64.31
Odisha,Gajapati,2025,64.11,54.22,56.32,65.37
Odisha,Gajapati,2026,65.01,55.88,58.48,66.42
Odisha,Rayagada,2010,50.06,32.74,23.25,45.66
Odisha,Rayagada,2011,50.84,33.48,24.34,47.08
Odisha,Rayagada,2012,51.62,34.22,25.42,48.5
Odisha,Rayagada,2013,52.4,34.97,26.5,49.92
Odisha,Rayagada,2014,53.18,35.71,28.79,51.34
Odisha,Rayagada,2015,53.96,36.46,31.07,52.76
Odisha,Rayagada,2016,54.86,37.2,33.36,54.18
Odisha,Rayagada,2017,55.76,39.5,35.86,55.6
Odisha,Rayagada,2018,56.66,41.8,38.36,56.92
Odisha,Rayagada,2019,57.56,44.1,40.86,58.24
Odisha,Rayagada,2020,58.46,46.4,43.36,54.47
Odisha,Rayagada,2021,59.36,46.4,45.52,57.46
Odisha,Rayagada,2022,60.26,48.06,47.68,62.2
Odisha,Rayagada,2023,61.16,49.71,49.84,63.26
Odisha,Rayagada,2024,62.06,51.37,52.0,64.31
Odisha,Rayagada,2025,62.96,53.02,54.16,65.37
Odisha,Rayagada,2026,63.86,54.68,56.32,66.42
Odisha,Kalahandi,2010,55.42,38.37,33.73,45.66
Odisha,Kalahandi,2011,56.1,39.24,34.67,47.08
Odisha,Kalahandi,2012,56.78,40.11,35.6,48.5
Odisha,Kalahandi,2013,57.46,40.98,36.54,49.92
Odisha,Kalahandi,2014,58.14,41.86,38.68,51.34
Odisha,Kalahandi,2015,58.82,42.73,40.81,52.76
Odisha,Kalahandi,2016,59.62,43.6,42.95,54.18
Odisha,Kalahandi,2017,60.42,46.0,45.27,55.6
Odisha,Kalahandi,2018,61.22,48.4,47.59,56.92
Odisha,Kalahandi,2019,62.02,50.8,49.92,58.24
Odisha,Kalahandi,2020,62.82,53.2,52.24,54.47
Odisha,Kalahandi,2021,63.62,53.2,54.4,57.46
Odisha,Kalahandi,2022,64.42,54.93,56.56,62.2
Odisha,Kalahandi,2023,65.22,56.66,58.72,63.26
Odisha,Kalahandi,2024,66.02,58.38,60.88,64.31
Odisha,Kalahandi,2025,66.82,60.11,63.04,65.37
Odisha,Kalahandi,2026,67.62,61.84,65.2,66.42
Odisha,Nabarangpur,2010,47.44,31.5,20.42,39.86
Odisha,Nabarangpur,2011,48.22,32.22,21.54,41.28
Odisha,Nabarangpur,2012,49.0,32.94,22.67,42.7
Odisha,Nabarangpur,2013,49.78,33.65,23.79,44.12
Odisha,Nabarangpur,2014,50.56,34.37,26.12,45.54
Odisha,Nabarangpur,2015,51.34,35.08,28.44,46.96
Odisha,Nabarangpur,2016,52.24,35.8,30.76,48.38
Odisha,Nabarangpur,2017,53.14,38.15,33.31,49.8
Odisha,Nabarangpur,2018,54.04,40.5,35.86,51.12
Odisha,Nabarangpur,2019,54.94,42.85,38.41,52.44
Odisha,Nabarangpur,2020,55.84,45.2,40.96,48.67
Odisha,Nabarangpur,2021,56.74,45.2,43.12,51.66
Odisha,Nabarangpur,2022,57.64,46.89,45.28,56.4
Odisha,Nabarangpur,2023,58.54,48.58,47.44,57.46
Odisha,Nabarangpur,2024,59.44,50.28,49.6,58.51
Odisha,Nabarangpur,2025,60.34,51.97,51.76,59.57
Odisha,Nabarangpur,2026,61.24,53.66,53.92,60.62
Odisha,Balasore,2010,79.18,53.15,55.82,45.66
Odisha,Balasore,2011,79.63,54.36,56.44,47.08
Odisha,Balasore,2012,80.08,55.57,57.07,48.5
Odisha,Balasore,2013,80.53,56.78,57.69,49.92
Odisha,Balasore,2014,80.98,57.98,59.52,51.34
Odisha,Balasore,2015,81.43,59.19,61.34,52.76
Odisha,Balasore,2016,82.0,60.4,63.16,54.18
Odisha,Balasore,2017,82.57,62.7,65.11,55.6
Odisha,Balasore,2018,83.14,65.0,67.06,56.92
Odisha,Balasore,2019,83.71,67.3,69.01,58.24
