State,District,Year,Total_Schools,Primary_Enrollment,Upper_Primary_Enrollment,Secondary_Enrollment,Dropout_Rate_Primary,Dropout_Rate_Secondary,Girls_Enrollment_Percent,Teachers_Per_School
Punjab,Punjab District 2,2022,985,179270,133000,103533,10.4,25.5,42.4,4.3
Punjab,Punjab District 2,2023,985,147750,124307,73703,4.5,19.4,42.7,3.5
Punjab,Punjab District 3,2018,2690,290520,214910,122331,7.6,26.4,47.3,2.1
Punjab,Punjab District 3,2019,2690,217890,143817,99090,8.5,5.6,48.8,3.1
Punjab,Punjab District 3,2020,2690,422330,320066,197729,8.5,14.0,45.3,3.8
Punjab,Punjab District 3,2021,2690,449230,333899,247734,13.9,17.1,49.9,3.3
Punjab,Punjab District 3,2022,2690,486890,374445,210999,10.7,19.6,45.0,3.0
Punjab,Punjab District 3,2023,2690,217890,169940,100972,12.1,19.2,42.3,2.7
Punjab,Punjab District 4,2018,2735,278970,175298,127608,2.6,15.7,51.8,4.0
Punjab,Punjab District 4,2019,2735,393840,251129,182685,15.6,21.5,49.4,1.8
Punjab,Punjab District 4,2020,2735,533325,421551,255123,17.2,6.5,44.3,3.7
Punjab,Punjab District 4,2021,2735,322730,265800,190311,10.5,16.8,43.0,2.4
Punjab,Punjab District 4,2022,2735,467685,349819,211678,5.9,26.9,43.1,1.7
Punjab,Punjab District 4,2023,2735,511445,360335,266196,12.5,28.8,43.6,3.2
Rajasthan,Jaipur,2018,663,119340,97803,73603,10.0,22.1,49.5,1.6
Rajasthan,Jaipur,2019,663,74256,58309,36887,4.0,11.5,43.3,2.9
Rajasthan,Jaipur,2020,663,73593,56993,35364,9.2,7.3,51.1,4.2
Rajasthan,Jaipur,2021,663,54366,44695,25821,4.1,22.8,42.7,4.4
Rajasthan,Jaipur,2022,663,95472,68755,41280,2.1,18.2,50.0,2.0
Rajasthan,Jaipur,2023,663,121992,74223,42766,4.1,16.2,48.5,2.7
Rajasthan,Jodhpur,2018,1250,103750,68909,45439,7.0,21.8,46.6,2.6
Rajasthan,Jodhpur,2019,1250,100000,60725,38543,9.2,28.7,47.4,2.9
Rajasthan,Jodhpur,2020,1250,226250,149458,94375,11.8,22.4,49.6,1.7
Rajasthan,Jodhpur,2021,1250,160000,114879,88359,4.0,20.4,51.2,1.7
Rajasthan,Jodhpur,2022,1250,106250,89002,61260,3.3,17.2,47.8,2.3
Rajasthan,Jodhpur,2023,1250,161250,132030,93660,4.3,29.5,45.5,3.0
Rajasthan,Udaipur,2018,2585,338635,273024,187879,4.3,10.7,47.0,3.4
Rajasthan,Udaipur,2019,2585,325710,239216,185297,11.3,20.6,48.2,2.2
Rajasthan,Udaipur,2020,2585,377410,298046,164005,2.8,15.1,50.9,1.7
Rajasthan,Udaipur,2021,2585,268840,202569,112474,3.1,11.3,51.5,3.2
Rajasthan,Udaipur,2022,2585,369655,257132,169261,13.9,19.1,48.6,3.6
Rajasthan,Udaipur,2023,2585,480810,321721,184745,16.1,23.5,49.3,1.9
Rajasthan,Kota,2018,2416,454208,292109,214207,18.0,12.2,45.0,1.9
Rajasthan,Kota,2019,2416,311664,230051,139196,1.8,28.1,49.7,3.3
Rajasthan,Kota,2020,2416,306832,215206,158664,6.3,16.3,42.5,3.7
Rajasthan,Kota,2021,2416,326160,222260,167882,4.1,6.1,46.3,3.6
Rajasthan,Kota,2022,2416,330992,280764,214176,2.9,18.8,46.8,2.7
Rajasthan,Kota,2023,2416,446960,357531,229396,8.0,19.3,51.5,2.6
Rajasthan,Ajmer,2018,886,110750,74422,41456,7.4,22.0,44.4,2.4
Rajasthan,Ajmer,2019,886,155936,102024,71823,4.5,8.3,48.6,2.6
Rajasthan,Ajmer,2020,886,156822,132603,101385,13.0,19.6,47.7,4.3
Rajasthan,Ajmer,2021,886,152392,113804,63223,17.5,16.0,46.3,1.8
Rajasthan,Ajmer,2022,886,163024,101095,63545,3.3,21.0,48.6,2.7
Rajasthan,Ajmer,2023,886,118724,75382,59391,6.6,9.6,46.3,3.7
Rajasthan,Bikaner,2018,1246,188146,149083,96101,7.7,18.6,45.6,1.6
Rajasthan,Bikaner,2019,1246,140798,114322,67545,9.4,19.9,44.0,3.4
Rajasthan,Bikaner,2020,1246,149520,114422,67238,3.3,25.2,46.5,3.7
Rajasthan,Bikaner,2021,1246,112140,78116,49324,12.5,6.6,48.7,3.8
Rajasthan,Bikaner,2022,1246,235494,176287,111310,7.4,11.0,46.1,3.4
Rajasthan,Bikaner,2023,1246,115878,82041,51446,3.7,27.2,43.7,2.0
Rajasthan,Bharatpur,2018,2092,257316,200545,153021,3.1,18.3,46.0,2.4
Rajasthan,Bharatpur,2019,2092,190372,150997,117933,13.1,11.8,45.7,2.9
Rajasthan,Bharatpur,2020,2092,209200,163810,108237,10.4,20.3,42.1,1.9
Rajasthan,Bharatpur,2021,2092,343088,282597,220833,4.4,6.1,43.5,3.6
Rajasthan,Bharatpur,2022,2092,340996,284128,208765,9.8,27.5,42.1,3.9
Rajasthan,Bharatpur,2023,2092,179912,114921,79655,8.4,25.1,45.7,2.5
Rajasthan,Alwar,2018,1122,95370,62565,49983,9.5,9.1,47.7,2.0
Rajasthan,Alwar,2019,1122,217668,152939,106179,5.0,19.2,44.8,4.0
Rajasthan,Alwar,2020,1122,201960,170088,112058,9.7,16.9,50.7,2.4
Rajasthan,Alwar,2021,1122,127908,100070,75832,10.1,17.1,47.7,3.2
Rajasthan,Alwar,2022,1122,209814,171086,104769,8.1,19.1,47.2,4.2
Rajasthan,Alwar,2023,1122,149226,92736,71082,4.9,27.2,48.2,3.6
Sikkim,Sikkim District 1,2018,2426,203784,152515,115959,12.7,5.7,50.4,3.4
Sikkim,Sikkim District 1,2019,2426,254730,202636,128574,2.6,28.4,45.2,2.9
Sikkim,Sikkim District 1,2020,2426,395438,301496,193836,7.0,28.2,46.4,4.0
Sikkim,Sikkim District 1,2021,2426,443958,273900,216949,12.2,6.9,50.2,2.3
Sikkim,Sikkim District 1,2022,2426,322658,254247,180961,4.3,26.1,48.3,2.1
Sikkim,Sikkim District 1,2023,2426,368752,228356,177177,6.9,18.4,49.2,2.2
Sikkim,Sikkim District 2,2018,272,48144,30212,18889,16.8,13.1,47.0,3.8
Sikkim,Sikkim District 2,2019,272,32096,20817,12191,15.5,8.2,47.0,2.6
Sikkim,Sikkim District 2,2020,272,34544,20896,14705,7.1,8.4,50.4,4.4
Sikkim,Sikkim District 2,2021,272,35360,25469,17382,16.8,9.1,45.5,3.4
Sikkim,Sikkim District 2,2022,272,31552,22562,14779,10.4,26.1,50.6,3.7
Sikkim,Sikkim District 2,2023,272,44880,28697,19436,11.3,12.1,44.0,2.7
Sikkim,Sikkim District 3,2018,1896,329904,274994,198215,16.0,17.1,44.1,4.1
Sikkim,Sikkim District 3,2019,1896,263544,197994,113057,5.6,29.3,45.4,3.3
Sikkim,Sikkim District 3,2020,1896,309048,261284,148270,13.5,25.6,50.3,1.6
Sikkim,Sikkim District 3,2021,1896,309048,246976,170782,14.7,21.0,42.4,2.7
Sikkim,Sikkim District 3,2022,1896,316632,243125,148427,8.3,8.0,51.8,3.4
Sikkim,Sikkim District 3,2023,1896,316632,236235,166714,6.9,5.1,43.6,1.9
Sikkim,Sikkim District 4,2018,266,34846,21079,15181,11.5,17.0,49.2,2.6
Sikkim,Sikkim District 4,2019,266,36708,30189,23224,1.9,27.8,49.2,1.6
Sikkim,Sikkim District 4,2020,266,32984,24670,18912,12.3,7.9,50.5,3.9
Sikkim,Sikkim District 4,2021,266,42028,30657,22729,11.8,15.2,45.6,3.0
Sikkim,Sikkim District 4,2022,266,43092,27314,20450,13.6,21.5,47.6,2.1
Sikkim,Sikkim District 4,2023,266,36708,22253,16902,12.6,23.5,42.8,3.6
Tamil Nadu,Chennai,2018,812,69832,59030,44112,14.9,12.7,47.5,3.8
Tamil Nadu,Chennai,2019,812,138852,84536,46633,12.8,22.5,47.8,3.8
Tamil Nadu,Chennai,2020,812,86884,69541,46468,14.2,16.8,44.2,3.7
Tamil Nadu,Chennai,2021,812,159152,120392,68893,9.4,22.5,43.8,3.8
Tamil Nadu,Chennai,2022,812,95004,58203,32267,11.5,13.7,43.9,3.4
Tamil Nadu,Chennai,2023,812,106372,72935,40743,12.7,8.4,48.5,3.0
Tamil Nadu,Coimbatore,2018,2006,274822,181395,116213,5.7,8.2,49.6,2.5
Tamil Nadu,Coimbatore,2019,2006,359074,280652,175405,15.5,23.4,51.0,3.0
Tamil Nadu,Coimbatore,2020,2006,337008,238613,170681,10.8,16.5,46.3,3.0
Tamil Nadu,Coimbatore,2021,2006,357068,238707,172307,11.3,13.4,48.9,4.3
Tamil Nadu,Coimbatore,2022,2006,337008,280828,214676,13.7,29.3,42.3,3.3
Tamil Nadu,Coimbatore,2023,2006,310930,240814,133629,13.2,19.7,46.2,1.6
Tamil Nadu,Madurai,2018,2549,351762,214461,159743,7.8,20.4,47.9,3.4
Tamil Nadu,Madurai,2019,2549,397644,267892,196022,12.5,12.4,44.0,1.9
Tamil Nadu,Madurai,2020,2549,229410,151104,97385,14.4,14.1,47.6,4.3
Tamil Nadu,Madurai,2021,2549,214116,179240,119326,14.5,18.2,50.1,2.8
Tamil Nadu,Madurai,2022,2549,438428,289450,171708,17.8,12.8,50.1,3.8
Tamil Nadu,Madurai,2023,2549,418036,261853,157027,17.8,29.9,50.2,3.4
Tamil Nadu,Tiruchirappalli,2018,214,23112,18792,12073,3.1,13.5,50.8,3.1
Tamil Nadu,Tiruchirappalli,2019,214,25894,16053,11889,3.2,12.2,42.9,2.1
Tamil Nadu,Tiruchirappalli,2020,214,40018,33753,19417,4.9,14.4,48.8,3.7
Tamil Nadu,Tiruchirappalli,2021,214,37878,24526,17130,16.4,24.1,43.8,1.8
Tamil Nadu,Tiruchirappalli,2022,214,35952,22629,15665,12.0,14.4,51.6,1.6
Tamil Nadu,Tiruchirappalli,2023,214,30816,25269,16744,11.0,6.7,51.9,3.3
Tamil Nadu,Salem,2018,1498,181258,119679,85540,10.8,7.0,46.6,3.7
Tamil Nadu,Salem,2019,1498,145306,106694,77391,7.6,19.6,49.8,2.8
Tamil Nadu,Salem,2020,1498,269640,214845,145434,12.7,12.1,48.2,4.5
Tamil Nadu,Salem,2021,1498,251664,185161,118216,9.5,14.4,51.9,2.2
Tamil Nadu,Salem,2022,1498,208222,131537,96961,4.3,21.4,46.3,2.6
Tamil Nadu,Salem,2023,1498,220206,141016,86308,13.5,10.4,43.9,1.7
Tamil Nadu,Tiruppur,2018,2551,357140,255660,152049,2.5,28.9,49.2,3.7
Tamil Nadu,Tiruppur,2019,2551,280610,172105,129526,11.9,8.3,51.1,3.3
Tamil Nadu,Tiruppur,2020,2551,403058,316863,181329,13.8,5.9,46.7,3.8
Tamil Nadu,Tiruppur,2021,2551,477037,302464,188914,14.6,13.2,50.3,3.6
Tamil Nadu,Tiruppur,2022,2551,436221,304869,216954,5.6,28.9,47.4,3.6
Tamil Nadu,Tiruppur,2023,2551,426017,299953,208674,13.9,10.4,49.6,1.6
Tamil Nadu,Erode,2018,1696,298496,230073,181827,13.1,7.8,49.8,2.3
Tamil Nadu,Erode,2019,1696,142464,111602,84352,9.1,19.8,42.9,2.1
Tamil Nadu,Erode,2020,1696,325632,260406,155130,17.6,15.6,47.2,3.3
Tamil Nadu,Erode,2021,1696,256096,201568,139031,14.2,5.4,48.2,2.3
Tamil Nadu,Erode,2022,1696,267968,209261,118031,5.2,18.6,47.3,3.4
Tamil Nadu,Erode,2023,1696,213696,142410,110572,8.5,9.4,47.4,2.1
Tamil Nadu,Vellore,2018,2556,230040,173149,132344,6.8,8.1,51.8,1.7
Tamil Nadu,Vellore,2019,2556,332280,273749,169135,11.4,17.9,50.4,1.7
Tamil Nadu,Vellore,2020,2556,204480,133050,99351,17.8,13.7,49.2,2.8
Tamil Nadu,Vellore,2021,2556,373176,274049,194598,2.0,12.1,42.9,2.5
Tamil Nadu,Vellore,2022,2556,235152,178533,106892,12.0,22.5,47.4,2.8
Tamil Nadu,Vellore,2023,2556,286272,200082,150377,1.8,11.1,44.0,4.5
Telangana,Telangana District 1,2018,402,59496,45001,35905,17.4,25.6,47.4,4.5
Telangana,Telangana District 1,2019,402,51054,33421,21901,3.2,24.4,52.0,3.0
Telangana,Telangana District 1,2020,402,72762,48340,34842,5.2,7.7,51.4,4.4
Telangana,Telangana District 1,2021,402,64320,39522,27407,3.6,28.3,44.1,2.5
Telangana,Telangana District 1,2022,402,68742,41501,26754,9.7,23.2,44.6,4.2
Telangana,Telangana District 1,2023,402,78390,60690,35847,16.9,14.8,43.5,2.2
Telangana,Telangana District 2,2018,1746,295074,213473,141186,13.4,15.7,50.0,2.8
Telangana,Telangana District 2,2019,1746,240948,193679,148960,6.8,16.3,50.8,4.0
Telangana,Telangana District 2,2020,1746,221742,148633,111775,9.1,12.7,49.2,1.9
Telangana,Telangana District 2,2021,1746,343962,239185,139227,8.0,12.9,43.0,3.2
Telangana,Telangana District 2,2022,1746,158886,133868,100475,15.3,14.3,45.2,4.1
Telangana,Telangana District 2,2023,1746,143172,115160,76451,1.5,8.4,51.7,2.3
Telangana,Telangana District 3,2018,2121,422079,300426,170157,8.3,29.4,48.8,4.1
Telangana,Telangana District 3,2019,2121,398748,323344,182813,5.5,6.1,42.2,4.0
Telangana,Telangana District 3,2020,2121,390264,308161,192832,7.3,21.6,42.8,2.3
Telangana,Telangana District 3,2021,2121,413595,254207,198522,12.6,7.6,46.4,3.8
Telangana,Telangana District 3,2022,2121,292698,215516,172048,14.4,22.8,48.1,3.4
Telangana,Telangana District 3,2023,2121,332997,219882,132668,5.6,24.3,49.2,1.9
Telangana,Telangana District 4,2018,751,65337,47607,33242,12.1,15.8,49.5,4.2
Telangana,Telangana District 4,2019,751,107393,86353,58004,10.3,7.8,46.5,4.2
Telangana,Telangana District 4,2020,751,114152,72978,49790,5.5,22.2,47.3,3.9
Telangana,Telangana District 4,2021,751,137433,108973,77412,4.1,28.3,45.5,4.2
Telangana,Telangana District 4,2022,751,123915,88264,52174,10.0,20.4,45.4,3.1
Telangana,Telangana District 4,2023,751,148698,107673,85803,4.1,20.6,47.8,3.4
Tripura,Tripura District 1,2018,2388,236412,169211,130894,16.1,7.7,45.6,1.7
Tripura,Tripura District 1,2019,2388,427452,289207,225344,12.8,19.8,44.4,4.3
Tripura,Tripura District 1,2020,2388,341484,247705,161821,2.3,15.5,42.9,1.5
Tripura,Tripura District 1,2021,2388,417900,286308,175474,2.3,8.1,43.6,3.0
Tripura,Tripura District 1,2022,2388,257904,157994,96547,15.5,18.9,49.5,2.7
Tripura,Tripura District 1,2023,2388,470436,389236,250043,8.2,6.9,43.0,4.4
Tripura,Tripura District 2,2018,2079,343035,232040,138891,3.5,15.8,52.0,1.6
Tripura,Tripura District 2,2019,2079,205821,133340,92690,9.1,22.9,51.8,4.0
Tripura,Tripura District 2,2020,2079,407484,262403,178595,13.6,28.0,47.2,2.6
Tripura,Tripura District 2,2021,2079,205821,159949,92493,17.6,9.8,51.1,2.4
Tripura,Tripura District 2,2022,2079,205821,147160,101834,3.9,22.7,42.7,2.2
Tripura,Tripura District 2,2023,2079,261954,180160,122767,15.1,24.1,50.8,2.3
Tripura,Tripura District 3,2018,753,86595,54816,38216,2.5,20.4,50.3,2.2
Tripura,Tripura District 3,2019,753,134787,95709,64023,6.0,7.6,44.1,2.2
Tripura,Tripura District 3,2020,753,140058,96904,66221,17.4,22.0,42.5,3.2
Tripura,Tripura District 3,2021,753,64758,43225,27762,1.5,16.7,49.8,4.2
Tripura,Tripura District 3,2022,753,118221,85451,68258,16.2,18.9,49.0,1.8
Tripura,Tripura District 3,2023,753,74547,61759,35392,3.8,8.4,50.8,3.9
Tripura,Tripura District 4,2018,2611,389039,265147,158165,14.1,26.8,42.7,2.8
Tripura,Tripura District 4,2019,2611,396872,265682,148813,1.8,28.3,47.7,4.1
Tripura,Tripura District 4,2020,2611,355096,241819,165392,5.5,7.3,44.7,1.9
Tripura,Tripura District 4,2021,2611,224546,161518,97695,13.1,13.7,42.8,4.0
Tripura,Tripura District 4,2022,2611,454314,275905,189025,16.0,21.7,42.0,3.3
Tripura,Tripura District 4,2023,2611,493479,313770,209497,2.3,30.0,50.6,2.3
Uttar Pradesh,Lucknow,2018,628,52752,43468,27681,2.0,29.9,42.7,4.4
Uttar Pradesh,Lucknow,2019,628,92316,77037,43013,9.5,17.8,49.7,1.8
Uttar Pradesh,Lucknow,2020,628,99224,78238,48488,10.3,29.5,44.8,4.0
Uttar Pradesh,Lucknow,2021,628,106132,88186,62519,7.8,9.4,45.5,3.0
Uttar Pradesh,Lucknow,2022,628,52124,38284,27197,8.2,6.1,44.2,2.9
Uttar Pradesh,Lucknow,2023,628,65312,39533,29232,2.0,11.8,43.2,2.5
Uttar Pradesh,Kanpur,2018,300,24900,16570,10983,8.8,7.9,42.4,1.8
Uttar Pradesh,Kanpur,2019,300,25800,21705,15170,9.9,22.4,50.8,1.5
Uttar Pradesh,Kanpur,2020,300,40800,33560,19118,11.8,22.3,44.5,3.3
Uttar Pradesh,Kanpur,2021,300,27900,20258,12721,17.1,20.2,47.9,1.8
Uttar Pradesh,Kanpur,2022,300,44100,27959,19490,14.9,23.6,50.2,2.2
Uttar Pradesh,Kanpur,2023,300,44700,34559,21529,2.5,7.9,44.9,1.6
Uttar Pradesh,Varanasi,2018,724,114392,97171,75177,10.1,14.5,47.0,2.8
Uttar Pradesh,Varanasi,2019,724,57920,46900,35165,7.2,26.2,42.3,2.0
Uttar Pradesh,Varanasi,2020,724,97740,77103,59634,8.3,5.7,51.7,3.4
Uttar Pradesh,Varanasi,2021,724,136112,99811,75715,10.2,8.4,44.7,2.0
Uttar Pradesh,Varanasi,2022,724,63712,38635,23674,10.6,15.5,44.1,2.6
Uttar Pradesh,Varanasi,2023,724,86880,68070,40739,6.5,14.5,45.7,4.3
Uttar Pradesh,Agra,2018,1888,247328,158727,91007,14.6,23.8,50.3,2.7
Uttar Pradesh,Agra,2019,1888,313408,208999,149754,15.4,15.6,45.3,3.3
Uttar Pradesh,Agra,2020,1888,358720,217012,119753,4.9,23.0,46.6,4.2
Uttar Pradesh,Agra,2021,1888,264320,182558,103927,5.4,22.6,48.4,1.9
Uttar Pradesh,Agra,2022,1888,207680,163545,109065,14.6,25.6,51.7,2.6
Uttar Pradesh,Agra,2023,1888,286976,190540,108214,14.5,25.4,42.1,1.6
Uttar Pradesh,Prayagraj,2018,2363,446607,367058,219843,2.5,26.6,44.4,2.5
Uttar Pradesh,Prayagraj,2019,2363,356813,229777,155228,7.3,11.6,50.3,4.5
Uttar Pradesh,Prayagraj,2020,2363,387532,301545,212390,14.0,15.9,45.6,3.6
Uttar Pradesh,Prayagraj,2021,2363,295375,193143,144612,4.3,9.2,47.0,3.7
Uttar Pradesh,Prayagraj,2022,2363,274108,201798,130422,4.6,5.7,49.5,3.4
Uttar Pradesh,Prayagraj,2023,2363,283560,188723,105073,7.7,8.9,45.1,2.0
Uttar Pradesh,Ghaziabad,2018,2927,582473,428980,239189,15.6,26.9,42.5,4.0
Uttar Pradesh,Ghaziabad,2019,2927,333678,240447,174126,13.8,11.5,47.8,3.3
Uttar Pradesh,Ghaziabad,2020,2927,365875,290619,188517,12.2,17.0,44.1,2.6
Uttar Pradesh,Ghaziabad,2021,2927,515152,335540,241828,13.5,18.7,47.7,3.4
Uttar Pradesh,Ghaziabad,2022,2927,573692,371071,287348,6.8,9.5,47.0,4.2
Uttar Pradesh,Ghaziabad,2023,2927,251722,164165,117107,2.3,27.8,49.4,4.0
Uttar Pradesh,Meerut,2018,805,147315,102907,65149,8.6,29.2,51.3,4.4
Uttar Pradesh,Meerut,2019,805,72450,52662,31640,15.4,6.8,42.3,2.3
Uttar Pradesh,Meerut,2020,805,83720,63519,38348,11.7,19.6,50.7,3.2
Uttar Pradesh,Meerut,2021,805,155365,93553,53344,7.7,27.2,50.0,1.5
Uttar Pradesh,Meerut,2022,805,135240,100881,75927,4.6,11.8,48.6,2.1
Uttar Pradesh,Meerut,2023,805,115920,95348,54773,8.0,21.4,45.0,2.8
Uttar Pradesh,Bareilly,2018,1235,139555,90648,55735,7.7,29.4,46.4,4.1
Uttar Pradesh,Bareilly,2019,1235,223535,148051,93591,9.3,11.8,43.3,2.3
Uttar Pradesh,Bareilly,2020,1235,216125,149355,118617,17.8,19.9,51.1,4.3
Uttar Pradesh,Bareilly,2021,1235,214890,162945,99551,5.1,11.6,42.7,2.6
Uttar Pradesh,Bareilly,2022,1235,245765,194175,138345,9.6,12.3,45.3,3.9
Uttar Pradesh,Bareilly,2023,1235,180310,143882,85756,6.1,24.0,50.1,3.1
Uttarakhand,Uttarakhand District 1,2018,1142,210128,132955,74367,4.7,8.1,44.9,1.6
Uttarakhand,Uttarakhand District 1,2019,1142,124478,80104,47978,7.7,5.2,43.0,3.6
Uttarakhand,Uttarakhand District 1,2020,1142,175868,139985,84843,15.4,13.0,46.5,2.5
Uttarakhand,Uttarakhand District 1,2021,1142,227258,181951,115699,14.0,7.6,43.8,2.5
Uttarakhand,Uttarakhand District 1,2022,1142,143892,121676,78685,14.5,12.9,42.3,2.7
Uttarakhand,Uttarakhand District 1,2023,1142,91360,73484,49864,6.7,29.3,42.4,3.3
Uttarakhand,Uttarakhand District 2,2018,2199,202308,148392,85090,11.9,8.4,46.6,3.2
Uttarakhand,Uttarakhand District 2,2019,2199,299064,229085,127241,12.0,15.0,47.6,1.9
Uttarakhand,Uttarakhand District 2,2020,2199,395820,325522,228576,2.6,14.5,48.8,3.7
Uttarakhand,Uttarakhand District 2,2021,2199,413412,277516,158227,8.3,19.6,43.4,3.2
Uttarakhand,Uttarakhand District 2,2022,2199,367233,268510,181493,15.9,29.0,49.8,3.4
Uttarakhand,Uttarakhand District 2,2023,2199,393621,269207,213135,3.8,21.3,45.2,2.4
Uttarakhand,Uttarakhand District 3,2018,251,34889,21889,14961,2.2,15.0,49.5,2.6
Uttarakhand,Uttarakhand District 3,2019,251,43674,29033,20185,6.6,24.2,44.2,3.0
Uttarakhand,Uttarakhand District 3,2020,251,38654,30670,18287,13.6,29.4,51.6,3.2
Uttarakhand,Uttarakhand District 3,2021,251,40913,24884,15420,5.1,6.6,45.7,3.6
Uttarakhand,Uttarakhand District 3,2022,251,22339,17617,11936,3.1,13.2,48.4,2.1
Uttarakhand,Uttarakhand District 3,2023,251,39658,28559,19574,7.4,25.7,49.1,1.6
Uttarakhand,Uttarakhand District 4,2018,1418,209864,143702,100078,16.9,22.7,45.9,3.8
Uttarakhand,Uttarakhand District 4,2019,1418,224044,170896,134687,13.9,27.0,51.2,4.4
Uttarakhand,Uttarakhand District 4,2020,1418,119112,72356,45165,2.6,7.6,42.7,1.8
Uttarakhand,Uttarakhand District 4,2021,1418,168742,132331,97313,4.2,25.8,47.8,2.9
Uttarakhand,Uttarakhand District 4,2022,1418,154562,99567,68741,10.3,28.5,47.8,2.2
Uttarakhand,Uttarakhand District 4,2023,1418,199938,126044,70090,2.3,6.0,46.7,2.4
West Bengal,Kolkata,2018,2239,356001,218340,142475,14.9,12.2,48.3,4.0
West Bengal,Kolkata,2019,2239,192554,127937,93475,14.4,15.9,47.7,2.3
West Bengal,Kolkata,2020,2239,423171,329680,191760,16.5,10.5,49.1,3.7
West Bengal,Kolkata,2021,2239,420932,258767,178214,17.7,23.1,48.9,4.1
West Bengal,Kolkata,2022,2239,335850,280360,218190,16.1,8.4,45.8,4.1
West Bengal,Kolkata,2023,2239,203749,146821,98067,14.7,27.0,49.3,2.6
West Bengal,Howrah,2018,316,45504,35884,23426,5.2,25.7,51.5,3.5
West Bengal,Howrah,2019,316,49296,37493,21455,9.6,20.1,49.0,4.1
West Bengal,Howrah,2020,316,53720,39330,25115,15.1,24.1,49.7,2.3
West Bengal,Howrah,2021,316,26860,21625,15301,15.9,6.6,42.4,2.7
West Bengal,Howrah,2022,316,56248,36807,26201,11.9,29.7,48.2,3.1
West Bengal,Howrah,2023,316,57512,46798,33850,3.1,29.7,42.9,3.8
West Bengal,Durgapur,2018,1564,206448,171480,102971,15.7,14.6,48.0,3.7
West Bengal,Durgapur,2019,1564,256496,168949,99274,5.5,10.0,50.2,4.4
West Bengal,Durgapur,2020,1564,258060,164531,114361,4.9,21.0,45.7,2.5
West Bengal,Durgapur,2021,1564,176732,150010,99021,10.3,9.3,44.9,3.8
West Bengal,Durgapur,2022,1564,225216,187171,139160,15.8,25.2,42.8,3.3
West Bengal,Durgapur,2023,1564,184552,134218,104285,10.9,18.0,45.4,4.4
West Bengal,Asansol,2018,2063,245497,208535,159861,15.2,16.0,48.3,4.4
West Bengal,Asansol,2019,2063,290883,204620,158431,14.9,25.3,51.8,1.5
West Bengal,Asansol,2020,2063,350710,226170,142867,6.2,8.8,45.8,3.5
West Bengal,Asansol,2021,2063,309450,189385,133286,13.3,18.9,42.2,2.3
West Bengal,Asansol,2022,2063,325954,262318,208028,4.9,24.6,47.1,1.8
West Bengal,Asansol,2023,2063,379592,255859,161077,3.7,23.3,42.2,3.5
West Bengal,Siliguri,2018,682,80476,57100,40857,3.7,7.4,49.3,2.9
West Bengal,Siliguri,2019,682,57970,37586,22651,13.4,22.5,49.8,1.5
West Bengal,Siliguri,2020,682,106392,81521,45566,8.4,19.6,46.3,3.8
West Bengal,Siliguri,2021,682,84568,57673,40382,12.9,18.7,45.9,3.4
West Bengal,Siliguri,2022,682,119350,72247,44093,8.3,17.8,45.4,4.1
West Bengal,Siliguri,2023,682,71610,46274,34961,7.4,30.0,45.7,3.4
West Bengal,Bardhaman,2018,2672,227120,183113,121532,4.7,24.4,42.8,4.3
West Bengal,Bardhaman,2019,2672,496992,336289,261453,9.2,19.1,46.0,3.0
West Bengal,Bardhaman,2020,2672,456912,358976,199715,16.1,8.0,44.8,3.6
West Bengal,Bardhaman,2021,2672,261856,214903,157194,11.0,21.8,51.5,2.3
West Bengal,Bardhaman,2022,2672,510352,391476,222550,16.9,16.7,48.4,3.3
West Bengal,Bardhaman,2023,2672,464928,342999,242767,13.1,27.6,50.5,2.8
West Bengal,Malda,2018,229,36411,29601,22523,7.7,16.4,51.0,2.0
West Bengal,Malda,2019,229,38472,24201,14222,4.0,5.3,43.1,3.8
West Bengal,Malda,2020,229,36869,24534,16070,14.4,26.1,50.5,2.7
West Bengal,Malda,2021,229,39388,30609,23528,13.4,18.8,47.1,2.3
West Bengal,Malda,2022,229,34121,27993,22223,2.5,26.0,46.8,3.4
West Bengal,Malda,2023,229,43739,34092,27069,10.2,9.7,47.4,2.5
West Bengal,Murshidabad,2018,2155,426690,354667,238923,16.8,9.3,50.1,3.3
West Bengal,Murshidabad,2019,2155,219810,165720,99048,7.8,16.8,48.7,3.6
West Bengal,Murshidabad,2020,2155,368505,242750,162661,3.0,29.3,48.0,1.6
West Bengal,Murshidabad,2021,2155,321095,204023,151565,2.2,16.0,44.4,3.5
West Bengal,Murshidabad,2022,2155,407295,318530,252326,4.7,8.5,51.7,2.3
West Bengal,Murshidabad,2023,2155,431000,266555,149025,5.8,27.9,45.7,2.9
Delhi,Delhi District 1,2018,2943,394362,288655,173087,13.3,6.8,49.9,4.0
Delhi,Delhi District 1,2019,2943,529740,396701,305865,15.7,8.4,45.9,3.2
Delhi,Delhi District 1,2020,2943,526797,412156,245161,15.9,21.0,49.8,4.4
Delhi,Delhi District 1,2021,2943,379647,314300,224319,17.3,6.0,44.0,3.8
Delhi,Delhi District 1,2022,2943,361989,271968,179423,15.9,26.1,44.9,2.7
Delhi,Delhi District 1,2023,2943,488538,402248,237653,14.2,29.5,47.5,3.4
Delhi,Delhi District 2,2018,1182,198576,135122,95903,2.3,20.6,46.4,2.3
Delhi,Delhi District 2,2019,1182,154842,116261,69745,6.1,21.9,42.8,3.6
