State,District,Year,Education_Literacy_Index,Healthcare_Access_Index,Food_Security_Index,Employment_Income_Index
Rajasthan,RJ_District_19,2019,57.62,49.55,75.47,44.81
Rajasthan,RJ_District_19,2020,59.73,51.82,75.53,46.35
Rajasthan,RJ_District_19,2021,60.91,53.29,77.45,48.59
Rajasthan,RJ_District_19,2022,61.77,53.63,80.54,48.73
Rajasthan,RJ_District_19,2023,60.9,55.7,82.11,51.87
Rajasthan,RJ_District_20,2018,64.56,52.66,61.7,60.24
Rajasthan,RJ_District_20,2019,66.04,54.46,63.07,62.0
Rajasthan,RJ_District_20,2020,68.13,54.33,62.97,62.93
Rajasthan,RJ_District_20,2021,67.55,57.99,65.89,63.12
Rajasthan,RJ_District_20,2022,70.1,57.47,64.54,64.49
Rajasthan,RJ_District_20,2023,72.6,58.14,68.52,65.04
Madhya Pradesh,MP_District_1,2018,50.11,60.47,53.95,47.04
Madhya Pradesh,MP_District_1,2019,51.38,61.38,55.45,48.83
Madhya Pradesh,MP_District_1,2020,53.16,62.54,55.87,48.85
Madhya Pradesh,MP_District_1,2021,54.91,63.12,57.6,51.66
Madhya Pradesh,MP_District_1,2022,55.33,64.15,59.7,50.65
Madhya Pradesh,MP_District_1,2023,56.54,68.65,61.41,52.27
Madhya Pradesh,MP_District_2,2018,72.69,68.85,53.87,46.72
Madhya Pradesh,MP_District_2,2019,73.56,70.64,54.94,47.6
Madhya Pradesh,MP_District_2,2020,75.18,71.62,56.37,50.02
Madhya Pradesh,MP_District_2,2021,77.48,73.25,58.21,51.4
Madhya Pradesh,MP_District_2,2022,79.25,73.45,59.26,50.76
Madhya Pradesh,MP_District_2,2023,81.28,73.17,57.1,52.85
Madhya Pradesh,MP_District_3,2018,62.19,65.37,72.52,45.63
Madhya Pradesh,MP_District_3,2019,63.44,67.08,73.7,46.78
Madhya Pradesh,MP_District_3,2020,64.98,68.65,75.09,47.3
Madhya Pradesh,MP_District_3,2021,67.0,70.07,76.86,49.81
Madhya Pradesh,MP_District_3,2022,68.76,71.88,75.25,48.91
Madhya Pradesh,MP_District_3,2023,70.04,72.13,78.61,53.91
Madhya Pradesh,MP_District_4,2018,68.15,56.48,71.11,46.27
Madhya Pradesh,MP_District_4,2019,69.31,57.41,72.14,47.11
Madhya Pradesh,MP_District_4,2020,71.17,59.34,72.93,48.32
Madhya Pradesh,MP_District_4,2021,71.6,61.56,75.53,49.78
Madhya Pradesh,MP_District_4,2022,74.2,61.87,76.75,52.36
Madhya Pradesh,MP_District_4,2023,75.95,63.43,74.55,52.92
Madhya Pradesh,MP_District_5,2018,54.75,62.25,55.88,42.15
Madhya Pradesh,MP_District_5,2019,55.95,63.18,56.65,43.74
Madhya Pradesh,MP_District_5,2020,57.75,64.89,57.19,45.64
Madhya Pradesh,MP_District_5,2021,58.92,65.42,59.59,45.22
Madhya Pradesh,MP_District_5,2022,58.97,67.07,61.49,45.71
Madhya Pradesh,MP_District_5,2023,58.99,69.63,60.92,46.2
Madhya Pradesh,MP_District_6,2018,63.41,68.52,52.94,62.77
Madhya Pradesh,MP_District_6,2019,64.36,69.82,53.87,63.85
Madhya Pradesh,MP_District_6,2020,66.4,70.82,55.76,65.71
Madhya Pradesh,MP_District_6,2021,65.9,72.78,55.19,67.88
Madhya Pradesh,MP_District_6,2022,68.02,72.44,58.22,66.71
Madhya Pradesh,MP_District_6,2023,70.66,75.83,60.66,68.7
Madhya Pradesh,MP_District_7,2018,69.98,57.0,60.29,64.38
Madhya Pradesh,MP_District_7,2019,71.46,58.53,60.94,65.45
Madhya Pradesh,MP_District_7,2020,72.23,59.11,62.17,67.39
Madhya Pradesh,MP_District_7,2021,73.63,61.88,64.67,67.07
Madhya Pradesh,MP_District_7,2022,76.54,60.34,65.05,69.86
Madhya Pradesh,MP_District_7,2023,76.85,65.25,66.37,72.29
Madhya Pradesh,MP_District_8,2018,63.97,53.97,70.35,51.48
Madhya Pradesh,MP_District_8,2019,64.89,55.45,71.77,52.51
Madhya Pradesh,MP_District_8,2020,67.47,56.42,72.36,54.22
Madhya Pradesh,MP_District_8,2021,68.99,57.38,73.72,55.36
Madhya Pradesh,MP_District_8,2022,67.36,57.89,76.37,57.08
Madhya Pradesh,MP_District_8,2023,68.78,60.21,77.36,59.59
Madhya Pradesh,MP_District_9,2018,62.59,67.58,57.2,50.26
Madhya Pradesh,MP_District_9,2019,63.51,69.16,58.48,51.76
Madhya Pradesh,MP_District_9,2020,65.85,71.09,59.66,53.68
Madhya Pradesh,MP_District_9,2021,65.85,70.2,60.78,52.74
Madhya Pradesh,MP_District_9,2022,68.58,70.82,60.02,53.72
Madhya Pradesh,MP_District_9,2023,66.86,73.56,64.59,58.96
Madhya Pradesh,MP_District_10,2018,70.7,57.04,53.78,57.06
Madhya Pradesh,MP_District_10,2019,71.63,58.17,54.93,58.16
Madhya Pradesh,MP_District_10,2020,73.93,58.78,55.29,60.54
Madhya Pradesh,MP_District_10,2021,74.64,61.53,56.99,61.91
Madhya Pradesh,MP_District_10,2022,75.85,61.93,57.62,61.44
Madhya Pradesh,MP_District_10,2023,74.87,63.76,56.89,61.78
Madhya Pradesh,MP_District_11,2018,59.22,50.27,70.01,49.52
Madhya Pradesh,MP_District_11,2019,60.88,51.46,71.3,50.77
Madhya Pradesh,MP_District_11,2020,61.09,52.58,71.47,52.56
Madhya Pradesh,MP_District_11,2021,63.15,53.12,73.31,51.99
Madhya Pradesh,MP_District_11,2022,63.53,57.13,74.12,53.6
Madhya Pradesh,MP_District_11,2023,66.92,58.09,77.85,57.5
Madhya Pradesh,MP_District_12,2018,71.28,57.26,54.9,52.07
Madhya Pradesh,MP_District_12,2019,72.55,58.91,55.52,53.58
Madhya Pradesh,MP_District_12,2020,72.99,60.67,56.74,55.24
Madhya Pradesh,MP_District_12,2021,75.46,61.34,59.31,54.78
Madhya Pradesh,MP_District_12,2022,77.11,61.8,58.1,57.11
Madhya Pradesh,MP_District_12,2023,78.61,62.53,58.16,57.8
Madhya Pradesh,MP_District_13,2018,60.34,59.96,52.7,51.25
Madhya Pradesh,MP_District_13,2019,61.34,61.37,53.43,52.6
Madhya Pradesh,MP_District_13,2020,63.29,63.3,54.73,54.73
Madhya Pradesh,MP_District_13,2021,64.92,62.76,55.87,55.1
Madhya Pradesh,MP_District_13,2022,64.22,64.29,59.04,56.2
Madhya Pradesh,MP_District_13,2023,65.67,65.28,58.02,58.6
Madhya Pradesh,MP_District_14,2018,71.53,64.59,74.27,60.9
Madhya Pradesh,MP_District_14,2019,72.47,65.44,75.48,62.5
Madhya Pradesh,MP_District_14,2020,73.93,66.25,76.06,63.86
Madhya Pradesh,MP_District_14,2021,75.83,67.85,77.94,63.78
Madhya Pradesh,MP_District_14,2022,77.43,71.37,79.37,64.66
Madhya Pradesh,MP_District_14,2023,80.33,69.54,77.43,67.58
Madhya Pradesh,MP_District_15,2018,71.81,67.63,71.73,40.52
Madhya Pradesh,MP_District_15,2019,72.85,68.52,73.32,41.34
Madhya Pradesh,MP_District_15,2020,73.94,69.55,74.87,42.97
Madhya Pradesh,MP_District_15,2021,76.1,72.31,73.59,44.2
Madhya Pradesh,MP_District_15,2022,77.97,73.26,75.74,44.28
Madhya Pradesh,MP_District_15,2023,77.81,73.64,75.64,48.98
Madhya Pradesh,MP_District_16,2018,64.49,60.79,51.49,51.66
Madhya Pradesh,MP_District_16,2019,65.31,61.86,52.93,52.98
Madhya Pradesh,MP_District_16,2020,66.66,62.49,54.12,55.06
Madhya Pradesh,MP_District_16,2021,68.38,65.73,54.04,56.3
Madhya Pradesh,MP_District_16,2022,68.66,67.0,57.77,58.78
Madhya Pradesh,MP_District_16,2023,71.71,68.46,58.03,60.42
Madhya Pradesh,MP_District_17,2018,67.74,51.0,64.63,64.63
Madhya Pradesh,MP_District_17,2019,68.76,52.07,65.26,65.83
Madhya Pradesh,MP_District_17,2020,70.01,53.33,66.77,66.99
Madhya Pradesh,MP_District_17,2021,70.98,53.53,66.62,69.25
Madhya Pradesh,MP_District_17,2022,71.93,56.81,68.77,68.7
Madhya Pradesh,MP_District_17,2023,76.33,55.29,70.82,69.6
Madhya Pradesh,MP_District_18,2018,65.18,55.9,60.65,51.19
Madhya Pradesh,MP_District_18,2019,66.83,57.43,61.61,52.34
Madhya Pradesh,MP_District_18,2020,68.36,57.79,61.96,53.86
Madhya Pradesh,MP_District_18,2021,69.5,59.75,63.23,54.31
Madhya Pradesh,MP_District_18,2022,71.62,59.3,65.85,54.59
Madhya Pradesh,MP_District_18,2023,73.6,60.65,67.12,59.63
Madhya Pradesh,MP_District_19,2018,50.47,57.05,57.28,64.34
Madhya Pradesh,MP_District_19,2019,52.11,58.66,58.69,65.26
Madhya Pradesh,MP_District_19,2020,52.49,60.54,58.95,67.57
Madhya Pradesh,MP_District_19,2021,54.07,60.83,61.31,67.82
Madhya Pradesh,MP_District_19,2022,54.69,60.73,60.07,68.54
Madhya Pradesh,MP_District_19,2023,59.09,63.34,62.02,71.0
Madhya Pradesh,MP_District_20,2018,54.57,51.22,73.35,44.93
Madhya Pradesh,MP_District_20,2019,56.35,52.99,74.41,46.47
Madhya Pradesh,MP_District_20,2020,57.42,52.84,75.44,48.4
Madhya Pradesh,MP_District_20,2021,57.24,55.07,77.56,50.06
Madhya Pradesh,MP_District_20,2022,61.72,58.28,79.38,51.75
Madhya Pradesh,MP_District_20,2023,61.51,56.28,77.42,53.91
Bihar,BR_District_1,2018,65.77,68.91,50.53,61.97
Bihar,BR_District_1,2019,67.52,69.74,51.27,63.47
Bihar,BR_District_1,2020,68.41,71.66,53.3,63.58
Bihar,BR_District_1,2021,68.19,74.27,53.92,66.38
Bihar,BR_District_1,2022,69.15,72.37,55.23,66.11
Bihar,BR_District_1,2023,73.81,75.87,57.31,68.31
Bihar,BR_District_2,2018,58.73,62.26,53.47,51.07
Bihar,BR_District_2,2019,60.53,63.48,54.07,52.68
Bihar,BR_District_2,2020,62.29,65.22,55.17,53.19
Bihar,BR_District_2,2021,63.16,65.0,57.63,55.11
Bihar,BR_District_2,2022,64.43,67.93,58.32,55.39
Bihar,BR_District_2,2023,67.27,69.16,57.74,59.85
Bihar,BR_District_3,2018,51.42,66.04,54.59,44.1
Bihar,BR_District_3,2019,53.0,67.69,56.18,44.99
Bihar,BR_District_3,2020,53.2,69.13,57.3,45.95
Bihar,BR_District_3,2021,55.82,71.34,57.99,47.01
Bihar,BR_District_3,2022,57.6,72.62,59.0,49.36
Bihar,BR_District_3,2023,58.58,70.12,58.97,52.32
Bihar,BR_District_4,2018,54.12,52.57,51.04,46.6
Bihar,BR_District_4,2019,55.37,53.59,52.02,47.6
Bihar,BR_District_4,2020,57.06,55.35,52.72,49.8
Bihar,BR_District_4,2021,59.28,57.76,52.92,50.4
Bihar,BR_District_4,2022,57.84,58.06,57.0,51.56
Bihar,BR_District_4,2023,60.97,61.02,57.83,51.53
Bihar,BR_District_5,2018,66.47,50.58,57.89,62.71
Bihar,BR_District_5,2019,68.12,51.9,58.67,64.38
Bihar,BR_District_5,2020,70.0,53.41,60.29,65.84
Bihar,BR_District_5,2021,71.48,54.96,61.35,66.54
Bihar,BR_District_5,2022,71.2,57.08,61.51,67.64
Bihar,BR_District_5,2023,74.91,59.19,61.15,68.48
Bihar,BR_District_6,2018,60.62,52.02,54.67,40.62
Bihar,BR_District_6,2019,62.23,53.24,56.22,41.92
Bihar,BR_District_6,2020,63.97,54.31,56.08,43.05
Bihar,BR_District_6,2021,63.91,54.71,56.49,43.87
Bihar,BR_District_6,2022,66.51,57.67,59.81,46.8
Bihar,BR_District_6,2023,69.48,56.21,60.11,45.68
Bihar,BR_District_7,2018,62.01,56.8,51.03,60.85
Bihar,BR_District_7,2019,63.12,58.46,51.72,62.48
Bihar,BR_District_7,2020,65.47,59.37,52.85,63.3
Bihar,BR_District_7,2021,64.95,59.32,54.69,63.54
Bihar,BR_District_7,2022,66.0,63.55,53.95,65.24
Bihar,BR_District_7,2023,67.02,63.86,54.86,67.44
Bihar,BR_District_8,2018,62.4,69.45,60.38,43.28
Bihar,BR_District_8,2019,63.43,70.69,61.2,44.69
Bihar,BR_District_8,2020,64.91,71.37,63.46,46.87
Bihar,BR_District_8,2021,66.56,72.34,62.24,46.36
Bihar,BR_District_8,2022,67.38,76.58,64.43,48.16
Bihar,BR_District_8,2023,71.19,74.13,68.09,50.74
Bihar,BR_District_9,2018,64.58,61.84,61.32,49.61
Bihar,BR_District_9,2019,66.1,62.88,62.83,50.63
Bihar,BR_District_9,2020,67.09,64.37,63.38,51.44
Bihar,BR_District_9,2021,67.03,64.4,64.78,54.95
Bihar,BR_District_9,2022,69.78,68.63,65.88,53.65
Bihar,BR_District_9,2023,69.84,65.85,69.13,58.57
Bihar,BR_District_10,2018,55.25,58.95,52.65,42.09
Bihar,BR_District_10,2019,56.39,60.49,53.49,43.01
Bihar,BR_District_10,2020,57.95,61.84,54.71,44.51
Bihar,BR_District_10,2021,60.21,62.38,54.93,46.1
Bihar,BR_District_10,2022,58.8,63.1,55.66,46.27
Bihar,BR_District_10,2023,61.64,67.06,56.16,47.33
Bihar,BR_District_11,2018,73.37,58.22,69.56,40.96
Bihar,BR_District_11,2019,74.19,59.15,70.44,42.47
Bihar,BR_District_11,2020,75.37,61.81,72.61,44.46
Bihar,BR_District_11,2021,78.72,62.38,72.62,45.48
Bihar,BR_District_11,2022,80.05,62.88,73.07,48.09
Bihar,BR_District_11,2023,77.65,67.0,74.63,48.23
Bihar,BR_District_12,2018,74.44,50.65,62.85,61.03
Bihar,BR_District_12,2019,75.81,51.59,64.15,62.0
Bihar,BR_District_12,2020,76.86,53.03,64.89,64.54
Bihar,BR_District_12,2021,79.76,55.92,65.77,64.18
Bihar,BR_District_12,2022,80.79,57.77,65.44,65.96
Bihar,BR_District_12,2023,80.04,56.05,68.96,68.88
Bihar,BR_District_13,2018,71.97,48.87,61.27,57.75
Bihar,BR_District_13,2019,73.52,50.55,62.56,59.37
Bihar,BR_District_13,2020,74.9,50.59,63.84,59.92
Bihar,BR_District_13,2021,75.87,52.53,65.18,62.2
Bihar,BR_District_13,2022,78.39,54.03,66.0,61.18
Bihar,BR_District_13,2023,79.3,57.25,67.1,62.65
Bihar,BR_District_14,2018,53.41,49.81,68.53,54.32
Bihar,BR_District_14,2019,54.25,50.87,69.31,55.91
Bihar,BR_District_14,2020,55.94,53.29,70.42,56.3
Bihar,BR_District_14,2021,56.32,54.6,73.13,57.33
Bihar,BR_District_14,2022,59.28,56.06,72.08,57.57
Bihar,BR_District_14,2023,57.62,57.76,72.68,59.14
Bihar,BR_District_15,2018,57.17,60.1,51.18,41.54
Bihar,BR_District_15,2019,58.8,61.65,52.64,43.16
Bihar,BR_District_15,2020,59.37,63.13,54.34,43.97
Bihar,BR_District_15,2021,61.69,65.15,53.15,45.07
Bihar,BR_District_15,2022,64.19,66.72,56.54,44.84
Bihar,BR_District_15,2023,63.94,64.35,56.28,47.6
Bihar,BR_District_16,2018,56.15,64.07,65.34,47.33
Bihar,BR_District_16,2019,57.64,65.27,66.81,48.71
Bihar,BR_District_16,2020,59.38,66.12,68.28,50.44
Bihar,BR_District_16,2021,59.5,67.71,68.22,50.03
Bihar,BR_District_16,2022,59.9,67.52,69.53,50.74
Bihar,BR_District_16,2023,60.67,69.64,71.96,55.78
Bihar,BR_District_17,2018,70.49,54.06,73.1,62.6
Bihar,BR_District_17,2019,71.47,55.24,74.06,63.99
Bihar,BR_District_17,2020,73.59,57.24,74.68,64.71
Bihar,BR_District_17,2021,74.1,57.37,76.48,65.48
Bihar,BR_District_17,2022,76.41,58.37,76.71,68.11
Bihar,BR_District_17,2023,77.11,60.71,77.89,70.1
Bihar,BR_District_18,2018,69.5,69.57,63.13,57.82
Bihar,BR_District_18,2019,70.89,70.65,64.63,59.26
Bihar,BR_District_18,2020,72.92,72.44,66.3,61.19
Bihar,BR_District_18,2021,73.39,73.78,67.88,61.62
Bihar,BR_District_18,2022,75.33,75.51,67.93,61.37
Bihar,BR_District_18,2023,75.21,78.24,70.52,61.97
Bihar,BR_District_19,2018,53.76,61.15,57.18,42.73
Bihar,BR_District_19,2019,55.24,62.32,58.08,44.29
Bihar,BR_District_19,2020,56.23,63.07,59.19,45.92
Bihar,BR_District_19,2021,56.92,63.81,61.85,47.57
Bihar,BR_District_19,2022,57.01,65.26,63.41,46.41
Bihar,BR_District_19,2023,61.28,67.15,64.92,49.32
Bihar,BR_District_20,2018,62.31,65.97,56.04,64.44
Bihar,BR_District_20,2019,63.86,67.66,57.33,66.06
Bihar,BR_District_20,2020,64.78,68.22,58.5,66.42
Bihar,BR_District_20,2021,65.95,70.28,58.26,69.71
Bihar,BR_District_20,2022,66.55,72.95,59.67,70.81
Bihar,BR_District_20,2023,67.35,71.94,60.25,69.43
Punjab,PB_District_1,2018,74.5,53.03,56.07,54.98
Punjab,PB_District_1,2019,75.94,53.88,57.62,56.55
Punjab,PB_District_1,2020,77.81,55.63,58.15,57.85
Punjab,PB_District_1,2021,79.41,56.41,58.84,59.94
Punjab,PB_District_1,2022,79.93,57.58,60.48,61.51
Punjab,PB_District_1,2023,79.48,58.77,60.88,63.32
Punjab,PB_District_2,2018,61.06,67.58,74.62,44.49
Punjab,PB_District_2,2019,62.44,68.81,75.65,46.09
Punjab,PB_District_2,2020,63.66,70.59,77.1,46.94
Punjab,PB_District_2,2021,63.76,70.88,78.6,48.75
Punjab,PB_District_2,2022,67.53,73.1,80.1,49.95
Punjab,PB_District_2,2023,69.78,75.49,80.56,50.53
Punjab,PB_District_3,2018,62.64,48.57,67.2,60.96
Punjab,PB_District_3,2019,64.33,50.19,68.75,62.26
Punjab,PB_District_3,2020,64.76,51.86,69.16,63.21
Punjab,PB_District_3,2021,67.81,51.85,70.38,64.14
Punjab,PB_District_3,2022,69.79,53.02,70.94,65.86
Punjab,PB_District_3,2023,70.12,53.77,71.93,66.86
Punjab,PB_District_4,2018,71.94,55.94,74.01,57.72
Punjab,PB_District_4,2019,72.96,57.2,75.03,58.71
Punjab,PB_District_4,2020,73.93,57.66,76.37,59.7
Punjab,PB_District_4,2021,75.65,59.21,78.5,62.03
Punjab,PB_District_4,2022,76.58,61.8,78.64,63.42
Punjab,PB_District_4,2023,79.87,62.21,80.88,64.35
Punjab,PB_District_5,2018,51.31,55.56,60.26,59.32
Punjab,PB_District_5,2019,52.65,56.55,60.91,60.44
Punjab,PB_District_5,2020,54.72,58.54,61.68,61.55
Punjab,PB_District_5,2021,54.06,58.6,64.81,63.35
Punjab,PB_District_5,2022,55.69,60.76,65.76,63.52
Punjab,PB_District_5,2023,56.3,61.34,68.22,66.88
Punjab,PB_District_6,2018,73.68,52.23,53.65,64.95
Punjab,PB_District_6,2019,75.3,53.77,54.8,65.92
Punjab,PB_District_6,2020,76.22,54.47,55.91,67.58
Punjab,PB_District_6,2021,77.04,57.17,57.76,69.63
Punjab,PB_District_6,2022,79.8,56.83,57.14,71.7
Punjab,PB_District_6,2023,82.63,59.68,61.37,73.47
Punjab,PB_District_7,2018,74.31,54.34,62.22,63.7
Punjab,PB_District_7,2019,75.17,55.39,63.45,64.69
Punjab,PB_District_7,2020,76.63,57.81,64.59,66.12
Punjab,PB_District_7,2021,77.57,59.16,65.1,68.94
Punjab,PB_District_7,2022,77.73,58.12,65.24,68.44
Punjab,PB_District_7,2023,81.8,61.3,66.59,70.97
Punjab,PB_District_8,2018,52.15,50.2,67.42,64.35
Punjab,PB_District_8,2019,53.29,51.82,68.85,65.7
Punjab,PB_District_8,2020,54.36,53.0,68.72,67.32
Punjab,PB_District_8,2021,55.67,52.65,71.89,69.36
Punjab,PB_District_8,2022,56.5,56.18,73.68,70.74
Punjab,PB_District_8,2023,58.39,58.16,70.86,69.14
Punjab,PB_District_9,2018,51.13,58.91,67.65,57.25
Punjab,PB_District_9,2019,52.02,59.97,69.09,58.61
Punjab,PB_District_9,2020,54.31,60.87,69.58,59.95
Punjab,PB_District_9,2021,54.9,61.84,69.58,59.77
Punjab,PB_District_9,2022,57.42,63.73,70.35,61.68
Punjab,PB_District_9,2023,59.37,65.6,74.9,62.03
Punjab,PB_District_10,2018,63.37,46.1,62.12,48.64
Punjab,PB_District_10,2019,65.03,47.71,63.51,50.28
Punjab,PB_District_10,2020,65.08,48.99,63.68,51.91
Punjab,PB_District_10,2021,66.63,50.24,65.94,53.76
Punjab,PB_District_10,2022,69.06,51.26,66.37,52.6
Punjab,PB_District_10,2023,72.02,51.48,66.92,54.64
Punjab,PB_District_11,2018,63.61,51.07,63.74,59.32
Punjab,PB_District_11,2019,65.18,52.26,64.91,60.82
Punjab,PB_District_11,2020,66.87,53.69,65.39,61.26
Punjab,PB_District_11,2021,67.45,56.32,67.91,62.3
Punjab,PB_District_11,2022,69.32,56.66,68.89,63.68
Punjab,PB_District_11,2023,69.44,58.9,67.94,66.54
Punjab,PB_District_12,2018,65.46,59.56,66.93,63.27
Punjab,PB_District_12,2019,67.06,60.68,68.08,64.49
Punjab,PB_District_12,2020,67.41,61.57,68.68,65.86
Punjab,PB_District_12,2021,70.75,64.04,70.33,67.77
Punjab,PB_District_12,2022,69.99,63.13,70.09,70.36
Punjab,PB_District_12,2023,70.92,66.89,70.43,68.69
Punjab,PB_District_13,2018,58.28,65.73,57.86,54.65
Punjab,PB_District_13,2019,59.59,67.16,58.88,55.85
Punjab,PB_District_13,2020,61.54,68.88,59.4,56.51
Punjab,PB_District_13,2021,62.7,68.48,59.92,58.5
Punjab,PB_District_13,2022,64.6,71.0,63.12,60.22
Punjab,PB_District_13,2023,64.61,73.86,65.04,60.95
Punjab,PB_District_14,2018,69.13,53.8,71.71,55.1
Punjab,PB_District_14,2019,70.77,55.52,73.27,56.78
Punjab,PB_District_14,2020,72.44,56.62,73.69,56.97
Punjab,PB_District_14,2021,73.66,57.24,74.64,58.53
Punjab,PB_District_14,2022,74.68,58.94,74.14,58.8
Punjab,PB_District_14,2023,75.63,61.51,76.24,61.41
Punjab,PB_District_15,2018,60.11,61.31,53.66,49.56
Punjab,PB_District_15,2019,61.16,62.68,55.11,50.8
Punjab,PB_District_15,2020,63.64,64.1,56.11,51.48
Punjab,PB_District_15,2021,64.7,64.13,55.66,52.06
Punjab,PB_District_15,2022,64.99,66.07,58.44,53.8
Punjab,PB_District_15,2023,66.6,69.23,60.47,56.82
Punjab,PB_District_16,2018,50.17,60.5,50.24,61.83
Punjab,PB_District_16,2019,51.02,61.8,51.75,63.59
Punjab,PB_District_16,2020,52.06,63.41,53.07,64.17
Punjab,PB_District_16,2021,55.17,64.31,53.35,66.61
Punjab,PB_District_16,2022,56.26,64.63,54.18,68.32
Punjab,PB_District_16,2023,55.31,67.07,57.13,66.5
Punjab,PB_District_17,2018,73.98,48.86,72.92,59.93
Punjab,PB_District_17,2019,75.47,50.28,73.89,61.72
Punjab,PB_District_17,2020,77.21,52.2,75.79,63.26
Punjab,PB_District_17,2021,76.93,52.46,77.42,65.11
Punjab,PB_District_17,2022,78.11,54.4,77.01,64.87
Punjab,PB_District_17,2023,79.8,57.57,76.32,64.27
Punjab,PB_District_18,2018,68.16,62.44,54.35,50.45
Punjab,PB_District_18,2019,69.73,64.15,55.14,51.72
Punjab,PB_District_18,2020,69.76,65.56,55.68,52.14
Punjab,PB_District_18,2021,71.2,66.95,58.13,53.34
Punjab,PB_District_18,2022,71.66,68.53,59.19,55.33
Punjab,PB_District_18,2023,77.12,71.39,58.47,56.6
Punjab,PB_District_19,2018,52.59,69.32,58.83,63.41
Punjab,PB_District_19,2019,53.47,70.29,60.38,64.97
Punjab,PB_District_19,2020,54.72,72.61,61.38,66.56
Punjab,PB_District_19,2021,56.74,73.84,63.37,67.72
Punjab,PB_District_19,2022,57.48,73.4,62.83,68.5
Punjab,PB_District_19,2023,58.45,76.85,64.29,67.62
Punjab,PB_District_20,2018,72.99,46.36,70.0,43.86
Punjab,PB_District_20,2019,74.43,47.34,70.89,44.74
Punjab,PB_District_20,2020,75.85,49.13,71.81,46.35
Punjab,PB_District_20,2021,76.22,50.54,74.26,47.16
Punjab,PB_District_20,2022,78.52,51.91,72.81,47.72
Punjab,PB_District_20,2023,79.12,54.22,77.99,52.61
Haryana,HR_District_1,2018,63.07,57.9,56.1,58.61
Haryana,HR_District_1,2019,64.32,59.12,57.69,60.31
Haryana,HR_District_1,2020,65.85,60.85,58.35,60.79
Haryana,HR_District_1,2021,66.79,60.5,59.76,63.62
Haryana,HR_District_1,2022,68.65,62.1,62.48,64.02
Haryana,HR_District_1,2023,70.37,64.83,60.54,64.69
Haryana,HR_District_2,2018,63.76,51.71,63.56,63.54
Haryana,HR_District_2,2019,65.54,53.09,64.25,64.79
Haryana,HR_District_2,2020,66.16,54.25,66.71,65.61
Haryana,HR_District_2,2021,68.68,54.4,65.93,66.32
Haryana,HR_District_2,2022,67.95,57.11,68.19,69.11
Haryana,HR_District_2,2023,68.54,57.73,66.6,69.61
Haryana,HR_District_3,2018,58.51,63.72,61.74,55.12
Haryana,HR_District_3,2019,59.79,65.32,62.76,56.28
Haryana,HR_District_3,2020,61.54,65.44,63.6,56.75
Haryana,HR_District_3,2021,62.05,68.84,63.84,58.82
Haryana,HR_District_3,2022,65.62,68.25,66.81,61.26
Haryana,HR_District_3,2023,65.05,69.86,64.97,63.93
Haryana,HR_District_4,2018,60.72,67.36,68.48,45.61
Haryana,HR_District_4,2019,62.38,69.03,69.78,47.34
Haryana,HR_District_4,2020,63.16,70.41,69.84,47.56
Haryana,HR_District_4,2021,65.16,72.03,72.02,50.49
Haryana,HR_District_4,2022,63.95,73.19,74.33,52.75
Haryana,HR_District_4,2023,66.11,75.92,74.13,51.03
Haryana,HR_District_5,2018,55.0,61.63,64.68,63.51
Haryana,HR_District_5,2019,55.93,63.07,66.09,64.7
Haryana,HR_District_5,2020,57.39,64.95,67.41,65.41
Haryana,HR_District_5,2021,59.02,64.94,69.21,66.16
Haryana,HR_District_5,2022,60.93,68.63,67.55,67.0
Haryana,HR_District_5,2023,61.33,66.56,69.38,70.89
Haryana,HR_District_6,2018,68.3,54.46,54.39,61.02
Haryana,HR_District_6,2019,69.42,55.31,55.76,62.14
Haryana,HR_District_6,2020,70.85,56.11,56.57,64.18
Haryana,HR_District_6,2021,71.8,56.96,57.94,65.65
Haryana,HR_District_6,2022,75.11,59.16,59.55,67.96
Haryana,HR_District_6,2023,76.19,62.07,60.59,66.77
Haryana,HR_District_7,2018,59.62,61.92,54.04,49.68
Haryana,HR_District_7,2019,60.88,63.42,55.12,51.08
Haryana,HR_District_7,2020,62.29,65.08,56.55,52.45
Haryana,HR_District_7,2021,63.09,65.8,57.55,53.2
Haryana,HR_District_7,2022,66.7,67.71,58.95,54.83
Haryana,HR_District_7,2023,68.31,67.94,61.52,54.99
Haryana,HR_District_8,2018,51.08,64.48,73.97,59.82
Haryana,HR_District_8,2019,52.76,65.95,75.02,60.8
Haryana,HR_District_8,2020,53.27,66.89,76.31,62.41
Haryana,HR_District_8,2021,55.89,68.56,77.02,63.4
Haryana,HR_District_8,2022,56.57,70.2,77.15,63.75
Haryana,HR_District_8,2023,56.25,70.06,79.93,67.03
Haryana,HR_District_9,2018,54.27,61.27,51.66,53.68
Haryana,HR_District_9,2019,55.31,62.35,52.93,54.5
Haryana,HR_District_9,2020,57.12,63.33,54.23,56.58
Haryana,HR_District_9,2021,57.84,65.52,53.75,57.23
Haryana,HR_District_9,2022,61.08,68.3,55.84,60.25
Haryana,HR_District_9,2023,62.62,66.7,57.44,59.61
Haryana,HR_District_10,2018,50.85,47.19,57.56,52.13
Haryana,HR_District_10,2019,52.38,48.19,58.43,53.48
Haryana,HR_District_10,2020,53.12,50.09,60.52,54.54
Haryana,HR_District_10,2021,54.07,50.47,59.54,56.47
